Employee_ID,Employee_Name,Department,Designation,Experience_Level,Location,Assessment_Date,Skill_Name,Skill_Category,Current_Skill_Level,Required_Skill_Level,Skill_Gap,Training_Priority,Training_Recommendation,Training_Method,Estimated_Training_Hours,Estimated_Training_Cost_USD,Proposed_Timeline,Overall_Performance_Rating,Technical_Performance_Rating,Behavioral_Performance_Rating,Manager_Approval,Business_Impact,Training_Status,Last_Training_Date,Trainer_Assigned,Training_Completion_Percentage,Post_Training_Assessment_Score
EMP0246,Employee_EMP0246,UI/UX Design,QA Engineer,12+ years,Delhi,2025-07-22,Agile/Scrum,Technical,5,3,0,Low,Maintain current Agile/Scrum proficiency,Mentoring,0,0,6 months,4,2,5,Pending,Low - Nice to have,In Progress,2024-11-28,Online Platform,84,
EMP0246,Employee_EMP0246,UI/UX Design,QA Engineer,12+ years,Delhi,2025-07-17,Communication,Behavioral,1,4,3,Critical,Comprehensive Communication development program,Conference,23,1909,6 weeks,4,2,5,Approved,High - Critical for project delivery,Not Started,2025-04-02,Internal Trainer,57,84.0
EMP0246,Employee_EMP0246,UI/UX Design,QA Engineer,12+ years,Delhi,2025-07-13,Time Management,Behavioral,3,3,0,Low,Maintain Time Management effectiveness,Mentoring,1,159,12 months,4,2,5,Approved with Conditions,Low - Nice to have,Completed,2025-02-24,Online Platform,5,
EMP0246,Employee_EMP0246,UI/UX Design,QA Engineer,12+ years,Delhi,2025-07-22,Leadership,Behavioral,5,3,0,Low,Maintain Leadership effectiveness,Mentoring,0,0,6 months,4,2,5,Approved,High - Critical for project delivery,Completed,2024-11-26,Internal Trainer,91,
EMP0247,Employee_EMP0247,Full Stack Development,Business Analyst,12+ years,Pune,2025-07-28,Team Collaboration,Behavioral,2,3,1,Medium,Soft skills enhancement for Team Collaboration,Workshop,17,1904,4 months,1,1,3,Pending,Low - Nice to have,Not Started,2025-03-04,Internal Trainer,56,82.0
EMP0247,Employee_EMP0247,Full Stack Development,Business Analyst,12+ years,Pune,2025-08-02,React,Technical,3,3,0,Low,Maintain current React proficiency,Mentoring,2,336,6 months,1,1,3,Approved,High - Critical for project delivery,In Progress,2024-08-20,Online Platform,27,95.0
EMP0247,Employee_EMP0247,Full Stack Development,Business Analyst,12+ years,Pune,2025-08-03,JavaScript,Technical,3,3,0,Low,Maintain current JavaScript proficiency,Mentoring,0,0,12 months,1,1,3,Approved,Medium - Improves efficiency,In Progress,2025-06-18,TBD,66,63.0
EMP0247,Employee_EMP0247,Full Stack Development,Business Analyst,12+ years,Pune,2025-07-27,Leadership,Behavioral,3,5,2,High,Comprehensive Leadership development program,Conference,18,1044,2 months,1,1,3,Approved,Low - Nice to have,Completed,2024-11-20,External Trainer,66,
EMP0247,Employee_EMP0247,Full Stack Development,Business Analyst,12+ years,Pune,2025-07-28,Time Management,Behavioral,4,4,0,Low,Maintain Time Management effectiveness,Mentoring,7,714,As needed,1,1,3,Approved with Conditions,Medium - Improves efficiency,Completed,2024-08-15,Online Platform,30,83.0
EMP0247,Employee_EMP0247,Full Stack Development,Business Analyst,12+ years,Pune,2025-07-23,Problem Solving,Behavioral,1,5,4,Critical,Comprehensive Problem Solving development program,Mentoring,20,1740,2 months,1,1,3,Approved,Medium - Improves efficiency,Completed,2025-05-01,Online Platform,12,
EMP0247,Employee_EMP0247,Full Stack Development,Business Analyst,12+ years,Pune,2025-07-18,Express.js,Technical,2,4,2,High,Intensive Express.js training required,Hands-on Project,43,6751,2 months,1,1,3,Pending,Low - Nice to have,Not Started,2025-03-05,Internal Trainer,65,96.0
EMP0247,Employee_EMP0247,Full Stack Development,Business Analyst,12+ years,Pune,2025-07-09,Resilience,Untrainable,4,5,1,Medium,Assessment Only - Monitor Performance,Assessment Only,0,0,6 months,1,1,3,Approved with Conditions,Low - Nice to have,Completed,2025-02-23,TBD,49,81.0
EMP0247,Employee_EMP0247,Full Stack Development,Business Analyst,12+ years,Pune,2025-07-13,Bootstrap,Technical,1,5,4,Critical,Intensive Bootstrap training required,Workshop,38,7562,2 months,1,1,3,Approved,Low - Nice to have,Not Started,2024-10-19,External Trainer,83,
EMP0248,Employee_EMP0248,DevOps,Business Analyst,5-8 years,Bangalore,2025-07-27,Leadership,Behavioral,5,5,0,Low,Maintain Leadership effectiveness,Mentoring,2,178,12 months,2,3,1,Pending,Low - Nice to have,Cancelled,2024-11-18,TBD,63,
EMP0248,Employee_EMP0248,DevOps,Business Analyst,5-8 years,Bangalore,2025-07-08,Learning Attitude,Untrainable,3,5,2,High,Assessment Only - Monitor Performance,Assessment Only,0,0,2 months,2,3,1,Pending,Low - Nice to have,Not Started,2025-05-04,External Trainer,65,
EMP0248,Employee_EMP0248,DevOps,Business Analyst,5-8 years,Bangalore,2025-07-17,Resilience,Untrainable,2,4,2,High,Assessment Only - Monitor Performance,Assessment Only,0,0,2 months,2,3,1,Pending,High - Required for client engagement,Not Started,2025-06-29,TBD,7,
EMP0248,Employee_EMP0248,DevOps,Business Analyst,5-8 years,Bangalore,2025-07-22,Adaptability,Behavioral,3,4,1,Medium,Soft skills enhancement for Adaptability,Mentoring,17,3230,4 months,2,3,1,Approved with Conditions,High - Required for client engagement,Completed,2025-05-14,TBD,54,72.0
EMP0248,Employee_EMP0248,DevOps,Business Analyst,5-8 years,Bangalore,2025-07-25,Agile/Scrum,Technical,5,4,0,Low,Maintain current Agile/Scrum proficiency,Mentoring,6,1050,6 months,2,3,1,Approved,Low - Nice to have,In Progress,2025-01-13,Internal Trainer,21,
EMP0248,Employee_EMP0248,DevOps,Business Analyst,5-8 years,Bangalore,2025-07-11,Node.js,Technical,4,4,0,Low,Maintain current Node.js proficiency,Mentoring,4,220,12 months,2,3,1,Pending,High - Critical for project delivery,In Progress,2025-04-20,TBD,18,
EMP0248,Employee_EMP0248,DevOps,Business Analyst,5-8 years,Bangalore,2025-07-14,Communication,Behavioral,4,4,0,Low,Maintain Communication effectiveness,Mentoring,3,198,12 months,2,3,1,Pending,High - Critical for project delivery,In Progress,2025-02-16,Internal Trainer,63,63.0
EMP0248,Employee_EMP0248,DevOps,Business Analyst,5-8 years,Bangalore,2025-07-25,Presentation Skills,Behavioral,3,4,1,Medium,Soft skills enhancement for Presentation Skills,Mentoring,13,2496,3 months,2,3,1,Pending,Low - Nice to have,Completed,2025-01-02,TBD,23,87.0
EMP0248,Employee_EMP0248,DevOps,Business Analyst,5-8 years,Bangalore,2025-07-14,Emotional Intelligence,Behavioral,5,5,0,Low,Maintain Emotional Intelligence effectiveness,Mentoring,3,306,12 months,2,3,1,Approved with Conditions,High - Required for client engagement,Cancelled,2024-12-07,Internal Trainer,71,
EMP0248,Employee_EMP0248,DevOps,Business Analyst,5-8 years,Bangalore,2025-07-27,Kubernetes,Technical,1,4,3,Critical,Intensive Kubernetes training required,Online Course,57,3249,2 months,2,3,1,Pending,High - Critical for project delivery,In Progress,2025-05-28,TBD,11,
EMP0248,Employee_EMP0248,DevOps,Business Analyst,5-8 years,Bangalore,2025-07-18,Docker,Technical,3,5,2,High,Intensive Docker training required,Workshop,50,4500,2 months,2,3,1,Approved with Conditions,High - Required for client engagement,In Progress,2025-03-15,TBD,71,
EMP0249,Employee_EMP0249,Frontend Development,UI/UX Designer,2-5 years,Remote,2025-07-17,Problem Solving,Behavioral,2,3,1,Medium,Soft skills enhancement for Problem Solving,Workshop,8,1224,4 months,1,4,1,Approved,High - Critical for project delivery,In Progress,2025-03-08,External Trainer,73,
EMP0249,Employee_EMP0249,Frontend Development,UI/UX Designer,2-5 years,Remote,2025-07-19,Angular,Technical,2,4,2,High,Intensive Angular training required,Online Course,57,5529,2 months,1,4,1,Approved with Conditions,Medium - Improves efficiency,Cancelled,2024-10-15,External Trainer,83,95.0
EMP0249,Employee_EMP0249,Frontend Development,UI/UX Designer,2-5 years,Remote,2025-07-20,Vue.js,Technical,5,5,0,Low,Maintain current Vue.js proficiency,Mentoring,3,555,12 months,1,4,1,Pending,High - Required for client engagement,Not Started,2024-12-08,TBD,55,
EMP0249,Employee_EMP0249,Frontend Development,UI/UX Designer,2-5 years,Remote,2025-07-20,React,Technical,2,5,3,Critical,Intensive React training required,Certification,37,1924,2 months,1,4,1,Approved,Low - Nice to have,Not Started,2025-04-03,Online Platform,23,
EMP0249,Employee_EMP0249,Frontend Development,UI/UX Designer,2-5 years,Remote,2025-07-27,Node.js,Technical,4,4,0,Low,Maintain current Node.js proficiency,Mentoring,7,847,6 months,1,4,1,Approved with Conditions,High - Required for client engagement,Completed,2025-06-22,Online Platform,59,70.0
EMP0249,Employee_EMP0249,Frontend Development,UI/UX Designer,2-5 years,Remote,2025-07-22,Creativity,Untrainable,4,5,1,Medium,Assessment Only - Monitor Performance,Assessment Only,0,0,4 months,1,4,1,Pending,Medium - Improves efficiency,Completed,2024-10-15,Internal Trainer,87,
EMP0249,Employee_EMP0249,Frontend Development,UI/UX Designer,2-5 years,Remote,2025-07-20,Azure,Technical,4,4,0,Low,Maintain current Azure proficiency,Mentoring,4,780,6 months,1,4,1,Pending,High - Required for client engagement,Cancelled,2025-05-23,Online Platform,32,
EMP0249,Employee_EMP0249,Frontend Development,UI/UX Designer,2-5 years,Remote,2025-07-26,Bootstrap,Technical,5,3,0,Low,Maintain current Bootstrap proficiency,Mentoring,9,1215,6 months,1,4,1,Approved,Low - Nice to have,Cancelled,2024-12-13,Online Platform,83,72.0
EMP0249,Employee_EMP0249,Frontend Development,UI/UX Designer,2-5 years,Remote,2025-07-11,Client Management,Behavioral,5,4,0,Low,Maintain Client Management effectiveness,Mentoring,0,0,6 months,1,4,1,Approved with Conditions,High - Required for client engagement,Not Started,2024-09-26,TBD,34,
EMP0249,Employee_EMP0249,Frontend Development,UI/UX Designer,2-5 years,Remote,2025-07-10,Leadership,Behavioral,4,4,0,Low,Maintain Leadership effectiveness,Mentoring,8,528,6 months,1,4,1,Approved with Conditions,Medium - Improves efficiency,In Progress,2024-09-15,External Trainer,31,77.0
EMP0249,Employee_EMP0249,Frontend Development,UI/UX Designer,2-5 years,Remote,2025-07-30,TypeScript,Technical,4,5,1,Medium,Refresher training for TypeScript,Online Course,23,2231,3 months,1,4,1,Approved,High - Required for client engagement,In Progress,2024-11-01,Online Platform,6,
EMP0249,Employee_EMP0249,Frontend Development,UI/UX Designer,2-5 years,Remote,2025-07-21,HTML/CSS,Technical,1,3,2,High,Intensive HTML/CSS training required,Hands-on Project,52,9100,3 months,1,4,1,Approved with Conditions,Low - Nice to have,In Progress,2025-06-11,Online Platform,100,
EMP0250,Employee_EMP0250,Project Management,UI/UX Designer,8-12 years,Delhi,2025-07-23,Team Collaboration,Behavioral,4,5,1,Medium,Soft skills enhancement for Team Collaboration,Mentoring,14,1610,6 months,3,4,4,Pending,Medium - Improves efficiency,In Progress,2025-04-14,TBD,4,
EMP0250,Employee_EMP0250,Project Management,UI/UX Designer,8-12 years,Delhi,2025-07-11,Conflict Resolution,Behavioral,4,3,0,Low,Maintain Conflict Resolution effectiveness,Mentoring,4,644,12 months,3,4,4,Approved,Low - Nice to have,Completed,2025-04-08,Internal Trainer,7,
EMP0250,Employee_EMP0250,Project Management,UI/UX Designer,8-12 years,Delhi,2025-07-09,React,Technical,2,3,1,Medium,Refresher training for React,Workshop,24,3912,4 months,3,4,4,Pending,High - Critical for project delivery,Completed,2025-04-28,Internal Trainer,31,
EMP0250,Employee_EMP0250,Project Management,UI/UX Designer,8-12 years,Delhi,2025-07-11,Git/GitHub,Technical,1,5,4,Critical,Intensive Git/GitHub training required,Online Course,56,10976,2 months,3,4,4,Pending,High - Critical for project delivery,Completed,2024-12-10,Online Platform,80,75.0
EMP0250,Employee_EMP0250,Project Management,UI/UX Designer,8-12 years,Delhi,2025-07-30,Docker,Technical,2,4,2,High,Intensive Docker training required,Workshop,55,3410,2 months,3,4,4,Approved with Conditions,Low - Nice to have,In Progress,2025-04-03,TBD,54,
EMP0250,Employee_EMP0250,Project Management,UI/UX Designer,8-12 years,Delhi,2025-07-19,Leadership,Behavioral,2,3,1,Medium,Soft skills enhancement for Leadership,Workshop,15,1815,3 months,3,4,4,Approved,Medium - Improves efficiency,Not Started,2025-07-07,TBD,5,91.0
EMP0250,Employee_EMP0250,Project Management,UI/UX Designer,8-12 years,Delhi,2025-07-25,Communication,Behavioral,1,3,2,High,Comprehensive Communication development program,Workshop,26,2132,2 months,3,4,4,Approved with Conditions,Low - Nice to have,Cancelled,2024-08-06,Online Platform,74,
EMP0250,Employee_EMP0250,Project Management,UI/UX Designer,8-12 years,Delhi,2025-07-14,Kubernetes,Technical,3,5,2,High,Intensive Kubernetes training required,Online Course,58,7830,2 months,3,4,4,Pending,High - Critical for project delivery,In Progress,2025-01-09,TBD,12,78.0
EMP0250,Employee_EMP0250,Project Management,UI/UX Designer,8-12 years,Delhi,2025-07-21,Azure,Technical,2,4,2,High,Intensive Azure training required,Certification,52,3172,3 months,3,4,4,Approved,High - Required for client engagement,Completed,2025-05-05,External Trainer,5,
EMP0250,Employee_EMP0250,Project Management,UI/UX Designer,8-12 years,Delhi,2025-07-24,Learning Attitude,Untrainable,1,3,2,High,Assessment Only - Monitor Performance,Assessment Only,0,0,2 months,3,4,4,Approved,High - Critical for project delivery,Cancelled,2025-02-10,Online Platform,25,
EMP0251,Employee_EMP0251,Backend Development,Solution Architect,8-12 years,Hyderabad,2025-07-08,Microservices,Technical,3,4,1,Medium,Refresher training for Microservices,Online Course,9,954,3 months,2,1,3,Pending,High - Critical for project delivery,Cancelled,2025-01-06,Online Platform,65,86.0
EMP0251,Employee_EMP0251,Backend Development,Solution Architect,8-12 years,Hyderabad,2025-07-22,Kubernetes,Technical,2,4,2,High,Intensive Kubernetes training required,Workshop,49,6566,3 months,2,1,3,Approved,High - Required for client engagement,In Progress,2025-06-10,External Trainer,51,
EMP0251,Employee_EMP0251,Backend Development,Solution Architect,8-12 years,Hyderabad,2025-07-08,Kafka,Technical,1,3,2,High,Intensive Kafka training required,Workshop,49,3822,2 months,2,1,3,Approved,Low - Nice to have,Cancelled,2024-09-29,TBD,5,
EMP0251,Employee_EMP0251,Backend Development,Solution Architect,8-12 years,Hyderabad,2025-08-03,PostgreSQL,Technical,5,3,0,Low,Maintain current PostgreSQL proficiency,Mentoring,5,840,6 months,2,1,3,Approved,Medium - Improves efficiency,Not Started,2024-12-23,TBD,88,71.0
EMP0251,Employee_EMP0251,Backend Development,Solution Architect,8-12 years,Hyderabad,2025-07-28,Express.js,Technical,2,4,2,High,Intensive Express.js training required,Certification,32,3488,2 months,2,1,3,Approved with Conditions,Low - Nice to have,Completed,2024-09-12,Online Platform,10,
EMP0251,Employee_EMP0251,Backend Development,Solution Architect,8-12 years,Hyderabad,2025-07-09,Database Design,Technical,3,4,1,Medium,Refresher training for Database Design,Workshop,9,1782,4 months,2,1,3,Approved,Medium - Improves efficiency,Not Started,2024-10-10,External Trainer,4,77.0
EMP0251,Employee_EMP0251,Backend Development,Solution Architect,8-12 years,Hyderabad,2025-07-13,Docker,Technical,2,4,2,High,Intensive Docker training required,Hands-on Project,36,6660,3 months,2,1,3,Approved with Conditions,Low - Nice to have,Not Started,2024-09-17,Internal Trainer,18,79.0
EMP0251,Employee_EMP0251,Backend Development,Solution Architect,8-12 years,Hyderabad,2025-07-12,Communication,Behavioral,1,5,4,Critical,Comprehensive Communication development program,Mentoring,17,2176,2 months,2,1,3,Approved with Conditions,High - Critical for project delivery,Completed,2025-05-18,Internal Trainer,77,72.0
EMP0251,Employee_EMP0251,Backend Development,Solution Architect,8-12 years,Hyderabad,2025-07-12,CI/CD,Technical,3,4,1,Medium,Refresher training for CI/CD,Mentoring,19,2147,3 months,2,1,3,Pending,Medium - Improves efficiency,In Progress,2025-07-04,Online Platform,61,
EMP0252,Employee_EMP0252,DevOps,Principal Engineer,8-12 years,Delhi,2025-07-19,Team Collaboration,Behavioral,3,4,1,Medium,Soft skills enhancement for Team Collaboration,Workshop,8,776,4 months,1,1,5,Approved with Conditions,Medium - Improves efficiency,In Progress,2025-03-21,TBD,11,
EMP0252,Employee_EMP0252,DevOps,Principal Engineer,8-12 years,Delhi,2025-07-22,Learning Attitude,Untrainable,5,4,0,Low,Assessment Only - Monitor Performance,Assessment Only,0,0,12 months,1,1,5,Approved with Conditions,High - Critical for project delivery,Cancelled,2024-09-01,TBD,47,82.0
EMP0252,Employee_EMP0252,DevOps,Principal Engineer,8-12 years,Delhi,2025-08-05,Code Review,Technical,5,3,0,Low,Maintain current Code Review proficiency,Mentoring,7,770,As needed,1,1,5,Approved with Conditions,Medium - Improves efficiency,Not Started,2025-06-08,Online Platform,92,
EMP0252,Employee_EMP0252,DevOps,Principal Engineer,8-12 years,Delhi,2025-07-21,Test-Driven Development,Technical,5,3,0,Low,Maintain current Test-Driven Development proficiency,Mentoring,6,1140,6 months,1,1,5,Approved,High - Critical for project delivery,In Progress,2024-12-27,Online Platform,82,
EMP0252,Employee_EMP0252,DevOps,Principal Engineer,8-12 years,Delhi,2025-07-24,Time Management,Behavioral,1,5,4,Critical,Comprehensive Time Management development program,Conference,34,3910,2 months,1,1,5,Pending,High - Critical for project delivery,Completed,2024-08-19,Online Platform,45,81.0
EMP0252,Employee_EMP0252,DevOps,Principal Engineer,8-12 years,Delhi,2025-07-09,React,Technical,5,3,0,Low,Maintain current React proficiency,Mentoring,5,845,6 months,1,1,5,Approved with Conditions,High - Required for client engagement,Cancelled,2024-12-31,Internal Trainer,73,
EMP0252,Employee_EMP0252,DevOps,Principal Engineer,8-12 years,Delhi,2025-07-23,Docker,Technical,4,3,0,Low,Maintain current Docker proficiency,Mentoring,0,0,12 months,1,1,5,Approved with Conditions,Low - Nice to have,In Progress,2024-08-07,External Trainer,57,97.0
EMP0252,Employee_EMP0252,DevOps,Principal Engineer,8-12 years,Delhi,2025-07-20,Azure,Technical,2,4,2,High,Intensive Azure training required,Certification,21,3108,2 months,1,1,5,Approved,High - Required for client engagement,Not Started,2025-05-08,Internal Trainer,77,87.0
EMP0252,Employee_EMP0252,DevOps,Principal Engineer,8-12 years,Delhi,2025-07-16,AWS,Technical,1,5,4,Critical,Intensive AWS training required,Workshop,24,4704,1 month,1,1,5,Approved with Conditions,High - Critical for project delivery,Cancelled,2025-06-12,Internal Trainer,25,91.0
EMP0252,Employee_EMP0252,DevOps,Principal Engineer,8-12 years,Delhi,2025-07-22,Angular,Technical,4,5,1,Medium,Refresher training for Angular,Mentoring,13,728,4 months,1,1,5,Approved with Conditions,High - Required for client engagement,Cancelled,2024-10-27,Internal Trainer,10,
EMP0252,Employee_EMP0252,DevOps,Principal Engineer,8-12 years,Delhi,2025-08-02,Git/GitHub,Technical,5,4,0,Low,Maintain current Git/GitHub proficiency,Mentoring,2,296,As needed,1,1,5,Approved,High - Critical for project delivery,Completed,2024-12-01,TBD,39,
EMP0252,Employee_EMP0252,DevOps,Principal Engineer,8-12 years,Delhi,2025-07-14,Problem Solving,Behavioral,1,4,3,Critical,Comprehensive Problem Solving development program,Workshop,29,3799,2 months,1,1,5,Pending,High - Required for client engagement,Not Started,2024-09-07,External Trainer,19,82.0
EMP0253,Employee_EMP0253,Backend Development,Principal Engineer,5-8 years,Chennai,2025-07-13,Node.js,Technical,4,3,0,Low,Maintain current Node.js proficiency,Mentoring,5,940,6 months,2,5,4,Approved with Conditions,Medium - Improves efficiency,Not Started,2024-10-30,TBD,33,
EMP0253,Employee_EMP0253,Backend Development,Principal Engineer,5-8 years,Chennai,2025-07-25,Creativity,Untrainable,3,4,1,Medium,Assessment Only - Monitor Performance,Assessment Only,0,0,4 months,2,5,4,Approved with Conditions,Medium - Improves efficiency,Completed,2024-08-06,Online Platform,27,83.0
EMP0253,Employee_EMP0253,Backend Development,Principal Engineer,5-8 years,Chennai,2025-07-10,AWS,Technical,4,5,1,Medium,Refresher training for AWS,Online Course,23,2185,4 months,2,5,4,Approved,High - Critical for project delivery,Not Started,2024-08-28,External Trainer,7,
EMP0253,Employee_EMP0253,Backend Development,Principal Engineer,5-8 years,Chennai,2025-07-18,React,Technical,3,4,1,Medium,Refresher training for React,Online Course,11,1617,4 months,2,5,4,Approved,High - Critical for project delivery,Cancelled,2024-09-11,External Trainer,26,
EMP0253,Employee_EMP0253,Backend Development,Principal Engineer,5-8 years,Chennai,2025-07-19,RESTful APIs,Technical,2,5,3,Critical,Intensive RESTful APIs training required,Certification,22,1518,1 month,2,5,4,Approved with Conditions,High - Required for client engagement,In Progress,2025-06-17,Online Platform,82,
EMP0253,Employee_EMP0253,Backend Development,Principal Engineer,5-8 years,Chennai,2025-07-26,Docker,Technical,5,3,0,Low,Maintain current Docker proficiency,Mentoring,8,1376,12 months,2,5,4,Approved,Medium - Improves efficiency,Completed,2025-04-07,TBD,88,63.0
EMP0253,Employee_EMP0253,Backend Development,Principal Engineer,5-8 years,Chennai,2025-08-02,Kubernetes,Technical,2,5,3,Critical,Intensive Kubernetes training required,Hands-on Project,37,4218,6 weeks,2,5,4,Approved with Conditions,High - Critical for project delivery,In Progress,2024-09-25,External Trainer,51,78.0
EMP0253,Employee_EMP0253,Backend Development,Principal Engineer,5-8 years,Chennai,2025-08-01,Redis,Technical,3,3,0,Low,Maintain current Redis proficiency,Mentoring,7,763,As needed,2,5,4,Approved,Medium - Improves efficiency,In Progress,2025-05-26,TBD,82,
EMP0253,Employee_EMP0253,Backend Development,Principal Engineer,5-8 years,Chennai,2025-07-15,Azure,Technical,5,4,0,Low,Maintain current Azure proficiency,Mentoring,5,260,6 months,2,5,4,Approved with Conditions,Low - Nice to have,Cancelled,2024-12-28,Internal Trainer,40,
EMP0253,Employee_EMP0253,Backend Development,Principal Engineer,5-8 years,Chennai,2025-07-27,Leadership,Behavioral,4,5,1,Medium,Soft skills enhancement for Leadership,Mentoring,18,3114,6 months,2,5,4,Approved,High - Required for client engagement,In Progress,2025-05-31,External Trainer,85,
EMP0254,Employee_EMP0254,QA/Testing,Solution Architect,5-8 years,Hyderabad,2025-07-18,Communication,Behavioral,1,5,4,Critical,Comprehensive Communication development program,Conference,23,1334,2 months,3,2,5,Approved,High - Required for client engagement,Completed,2024-11-19,Online Platform,53,99.0
EMP0254,Employee_EMP0254,QA/Testing,Solution Architect,5-8 years,Hyderabad,2025-07-08,Client Management,Behavioral,3,3,0,Low,Maintain Client Management effectiveness,Mentoring,3,591,6 months,3,2,5,Pending,High - Required for client engagement,Cancelled,2025-07-05,Online Platform,41,85.0
EMP0254,Employee_EMP0254,QA/Testing,Solution Architect,5-8 years,Hyderabad,2025-07-11,Leadership,Behavioral,5,4,0,Low,Maintain Leadership effectiveness,Mentoring,3,594,As needed,3,2,5,Pending,Low - Nice to have,Not Started,2025-06-07,Internal Trainer,2,
EMP0254,Employee_EMP0254,QA/Testing,Solution Architect,5-8 years,Hyderabad,2025-07-10,Docker,Technical,2,4,2,High,Intensive Docker training required,Hands-on Project,57,6612,2 months,3,2,5,Pending,Low - Nice to have,In Progress,2025-05-10,Internal Trainer,13,92.0
EMP0254,Employee_EMP0254,QA/Testing,Solution Architect,5-8 years,Hyderabad,2025-07-25,Emotional Intelligence,Behavioral,5,5,0,Low,Maintain Emotional Intelligence effectiveness,Mentoring,6,474,6 months,3,2,5,Approved,Medium - Improves efficiency,Cancelled,2025-01-24,External Trainer,67,
EMP0254,Employee_EMP0254,QA/Testing,Solution Architect,5-8 years,Hyderabad,2025-08-04,Azure,Technical,5,5,0,Low,Maintain current Azure proficiency,Mentoring,1,75,6 months,3,2,5,Pending,High - Required for client engagement,In Progress,2025-02-04,TBD,47,
EMP0254,Employee_EMP0254,QA/Testing,Solution Architect,5-8 years,Hyderabad,2025-07-31,Time Management,Behavioral,1,5,4,Critical,Comprehensive Time Management development program,Mentoring,17,2091,2 months,3,2,5,Approved,High - Required for client engagement,Completed,2025-01-17,Online Platform,36,
EMP0254,Employee_EMP0254,QA/Testing,Solution Architect,5-8 years,Hyderabad,2025-07-11,CI/CD,Technical,2,3,1,Medium,Refresher training for CI/CD,Online Course,13,1417,4 months,3,2,5,Approved with Conditions,Low - Nice to have,Cancelled,2024-08-23,External Trainer,18,96.0
EMP0255,Employee_EMP0255,DevOps,Junior Developer,8-12 years,Remote,2025-08-02,Team Collaboration,Behavioral,1,3,2,High,Comprehensive Team Collaboration development program,Conference,33,2277,2 months,1,4,2,Pending,Low - Nice to have,Cancelled,2025-04-01,Online Platform,17,76.0
EMP0255,Employee_EMP0255,DevOps,Junior Developer,8-12 years,Remote,2025-07-31,Punctuality,Untrainable,1,5,4,Critical,Assessment Only - Monitor Performance,Assessment Only,0,0,1 month,1,4,2,Approved,Medium - Improves efficiency,Completed,2024-08-17,Internal Trainer,62,
EMP0255,Employee_EMP0255,DevOps,Junior Developer,8-12 years,Remote,2025-07-23,Docker,Technical,4,3,0,Low,Maintain current Docker proficiency,Mentoring,6,1086,6 months,1,4,2,Approved with Conditions,Low - Nice to have,Completed,2025-05-25,Online Platform,34,72.0
EMP0255,Employee_EMP0255,DevOps,Junior Developer,8-12 years,Remote,2025-08-01,Adaptability,Behavioral,2,5,3,Critical,Comprehensive Adaptability development program,Mentoring,21,3150,6 weeks,1,4,2,Approved with Conditions,High - Critical for project delivery,Completed,2024-09-05,Internal Trainer,42,
EMP0255,Employee_EMP0255,DevOps,Junior Developer,8-12 years,Remote,2025-07-19,Communication,Behavioral,3,5,2,High,Comprehensive Communication development program,Mentoring,18,1350,3 months,1,4,2,Approved with Conditions,High - Required for client engagement,In Progress,2024-09-21,Internal Trainer,90,
EMP0255,Employee_EMP0255,DevOps,Junior Developer,8-12 years,Remote,2025-07-16,Code Review,Technical,2,5,3,Critical,Intensive Code Review training required,Certification,39,3627,1 month,1,4,2,Approved with Conditions,High - Critical for project delivery,Not Started,2024-08-08,Online Platform,20,
EMP0255,Employee_EMP0255,DevOps,Junior Developer,8-12 years,Remote,2025-07-30,Client Management,Behavioral,5,3,0,Low,Maintain Client Management effectiveness,Mentoring,4,312,12 months,1,4,2,Approved,High - Critical for project delivery,Completed,2024-12-16,External Trainer,74,78.0
EMP0255,Employee_EMP0255,DevOps,Junior Developer,8-12 years,Remote,2025-08-02,Node.js,Technical,2,4,2,High,Intensive Node.js training required,Certification,40,2040,2 months,1,4,2,Approved,High - Critical for project delivery,Cancelled,2025-02-03,Internal Trainer,19,99.0
EMP0255,Employee_EMP0255,DevOps,Junior Developer,8-12 years,Remote,2025-07-24,Emotional Intelligence,Behavioral,5,5,0,Low,Maintain Emotional Intelligence effectiveness,Mentoring,4,512,12 months,1,4,2,Approved with Conditions,High - Required for client engagement,Completed,2024-08-22,Online Platform,69,94.0
EMP0255,Employee_EMP0255,DevOps,Junior Developer,8-12 years,Remote,2025-07-22,Problem Solving,Behavioral,2,4,2,High,Comprehensive Problem Solving development program,Conference,20,1620,2 months,1,4,2,Approved with Conditions,High - Required for client engagement,Completed,2024-08-31,Internal Trainer,53,
EMP0256,Employee_EMP0256,DevOps,Data Analyst,12+ years,Bangalore,2025-07-07,AWS,Technical,3,4,1,Medium,Refresher training for AWS,Online Course,25,2750,4 months,3,2,2,Approved,Low - Nice to have,Not Started,2025-05-04,External Trainer,92,
EMP0256,Employee_EMP0256,DevOps,Data Analyst,12+ years,Bangalore,2025-07-12,Agile/Scrum,Technical,4,3,0,Low,Maintain current Agile/Scrum proficiency,Mentoring,6,1032,6 months,3,2,2,Approved with Conditions,Medium - Improves efficiency,In Progress,2025-07-02,External Trainer,40,76.0
EMP0256,Employee_EMP0256,DevOps,Data Analyst,12+ years,Bangalore,2025-07-24,Docker,Technical,2,3,1,Medium,Refresher training for Docker,Workshop,25,4050,3 months,3,2,2,Pending,High - Required for client engagement,Not Started,2025-01-29,External Trainer,79,100.0
